Direction,Date,Boarding Stop,Alighting Stop,Passengers
North,01/03/2026,Golden Four Dr at North Kirra Beach,Palm Beach,2
North,01/03/2026,Gold Coast Hwy at Fourth Avenue,Burleigh Heads station,2
North,01/03/2026,Johnston Street,Golden Four Dr at Bilinga Beach SLSC,2
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Unknown,11
North,01/03/2026,Gold Coast Hwy at Currumbin Hill,Burleigh Heads station,1
North,01/03/2026,Musgrave St at Kirra shops,Golden Four Dr at Tugun Beach shops,1
North,01/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Cronulla Av CLOSED 23rd Feb,1
North,01/03/2026,"Broadbeach South station, stop A",Griffith St at Coolangatta East,1
North,01/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Broadbeach South station,44
North,01/03/2026,Gold Coast Hwy at Miami Hotel,Gold Coast Hwy at Mermaid Beach South station,3
North,01/03/2026,Wharf St at Tweed Heads,Golden Four Dr at George Street,1
North,01/03/2026,Coolangatta Central,Gold Coast Hwy at Twenty Fifth Avenue,1
North,01/03/2026,Broadbeach South station,Old Burleigh Rd at Kurrawa SLSC,1
North,01/03/2026,Twin Towns Services Club,Golden Four Dr at Bilinga Beach SLSC,2
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Tweed St at George St,2
North,01/03/2026,Twenty Seventh Avenue,Burleigh Heads National Park,1
North,01/03/2026,Musgrave St at Coyne Street,Currumbin Wildlife Sanctuary,1
North,01/03/2026,Teemangum St at Kropp Park,Gold Coast Hwy at Fourth Avenue,1
North,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,Gold Coast Hwy at Miami Hotel,1
North,01/03/2026,Johnston Street,Currumbin Wildlife Sanctuary,7
North,01/03/2026,Gold Coast Hwy at Miami Hotel,Gold Coast Hwy at Miami North station,8
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Miami North station,1
North,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Unknown,4
North,01/03/2026,Gold Coast Hwy at Twenty First Avenue,Gold Coast Hwy at Miami station,2
North,01/03/2026,Broadbeach North station,Surfers Paradise,3
North,01/03/2026,Burleigh Heads National Park,Gold Coast Hwy at Mermaid Beach South station,2
North,01/03/2026,Marine Pde at Kirra Beach,Golden Four Dr at Tugun Beach shops,2
North,01/03/2026,Wharf St at Tweed Heads,Golden Four Dr at Bilinga Beach SLSC,1
North,01/03/2026,Gold Coast Hwy at Fourth Avenue,Gold Coast Hwy at Palm Beach Police Station,1
North,01/03/2026,Palm Beach,Gold Coast Hwy at Miami station,2
North,01/03/2026,Coolangatta Central,Golden Four Dr at Bilinga Beach,2
North,01/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,3
North,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Gold Coast Hwy at Mermaid Beach station,2
North,01/03/2026,Marine Pde at Kirra Beach,Gold Coast Hwy at Tallebudgera Tourist Park,1
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Miami North station,1
North,01/03/2026,Twin Towns Services Club,Twin Towns Services Club,5
North,01/03/2026,Wharf St at Tweed Heads,Unknown,41
North,01/03/2026,Coolangatta Central,Broadbeach South station,33
North,01/03/2026,Golden Four Dr at North Kirra Beach,Gold Coast Hwy at Anzac Pde CLOSED,1
North,01/03/2026,Currumbin Wildlife Sanctuary,"The Pines Shopping Centre, stop B",1
North,01/03/2026,Wharf St at Tweed Heads,Burleigh Heads National Park,1
North,01/03/2026,Golden Four Dr at Shell Street,Golden Four Drive at St Monica's Catholic Church,1
North,01/03/2026,Twin Towns Services Club,Coolangatta Central,1
North,01/03/2026,Golden Four Dr at George Street,Gold Coast Hwy at Thrower Drive,1
North,01/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Mermaid Beach South station,1
North,01/03/2026,Burleigh Heads Primary School,Broadbeach South station,92
North,01/03/2026,Currumbin Wildlife Sanctuary,Broadbeach South station,81
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Broadbeach South station,14
North,01/03/2026,Twin Towns Services Club,Gold Coast Hwy at Mermaid Beach South station,1
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Tugun Beach shops,1
North,01/03/2026,Golden Four Dr at North Kirra Beach,Burleigh Heads Primary School,1
North,01/03/2026,Tweed St at George St,Gold Coast Hwy at Miami Hotel,1
North,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Gold Coast Hwy at Miami Hotel,1
North,01/03/2026,Gold Coast Hwy at Miami Hotel,Broadbeach South station,108
North,01/03/2026,Gold Coast Hwy at Tenth Avenue,Gold Coast Hwy at Mermaid Beach South station,2
North,01/03/2026,Currumbin Wildlife Sanctuary,Currumbin Wildlife Sanctuary,2
North,01/03/2026,Musgrave St at Coyne Street,Golden Four Dr at Tugun Beach shops,2
North,01/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Anzac Pde CLOSED,1
North,01/03/2026,Musgrave St at Kirra shops,Gold Coast Hwy at Tallebudgera Tourist Park,1
North,01/03/2026,Griffith St at Coolangatta East,Golden Four Dr at George Street,1
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Broadbeach South,1
North,01/03/2026,Coolangatta Central,Burleigh Heads station,3
North,01/03/2026,Twin Towns Services Club,Golden Four Dr at George Street,7
North,01/03/2026,Gold Coast Hwy at Miami Hotel,Gold Coast Hwy at Miami Hotel,3
North,01/03/2026,Coolangatta Central,Gold Coast Hwy at Miami Hotel,2
North,01/03/2026,Broadbeach South station,Bond University,1
North,01/03/2026,Surfers Paradise,Queen Street station (Southport),1
North,01/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Burleigh Heads,1
North,01/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Mermaid Beach South station,1
North,01/03/2026,Coolangatta Central,Gold Coast Hwy at Tenth Avenue,1
North,01/03/2026,Broadbeach North station,"Southport bus station, stop B",1
North,01/03/2026,Wharf St at Tweed Heads,Johnston Street,4
North,01/03/2026,Broadbeach South station,Robina station,6
North,01/03/2026,Palm Beach,Burleigh Heads National Park,1
North,01/03/2026,Golden Four Dr at Short Street,Gold Coast Hwy at Eighth Avenue,2
North,01/03/2026,Gold Coast Hwy at Currumbin Hill,Gold Coast Hwy at Fourth Avenue,1
North,01/03/2026,Burleigh Heads National Park,Burleigh Heads station,1
North,01/03/2026,Currumbin Wildlife Sanctuary,Tweed St at George St,1
North,01/03/2026,Burleigh Heads Primary School,Gold Coast Hwy at Miami Hotel,7
North,01/03/2026,Musgrave St at Kirra shops,Unknown,8
North,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,Burleigh Heads station,2
North,01/03/2026,Nineteenth Avenue,Burleigh Heads station,2
North,01/03/2026,Golden Four Dr at Short Street,Twenty Seventh Avenue,1
North,01/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Nobby Beach station,1
North,01/03/2026,Currumbin Wildlife Sanctuary,Gold Coast Hwy at Miami North station,1
North,01/03/2026,Marine Pde at Kirra Beach,Golden Four Dr at George Street,1
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Tallebudgera Tourist Park,1
North,01/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Eighth Avenue,2
North,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,Nineteenth Avenue,1
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Anzac Pde CLOSED,1
North,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Nineteenth Avenue,1
North,01/03/2026,Burleigh Heads station,Remembrance Drive at Surfers Paradise Bvd,1
North,01/03/2026,Teemangum St at Kropp Park,Palm Beach,1
North,01/03/2026,Burleigh Heads National Park,Unknown,41
North,01/03/2026,Coolangatta Central,Gold Coast Hwy at Eighth Avenue,2
North,01/03/2026,Gold Coast Hwy at Twenty First Avenue,Unknown,2
North,01/03/2026,Griffith St at Coolangatta East,Gold Coast Hwy at Miami North station,2
North,01/03/2026,Coolangatta Central,Broadbeach South,1
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Golden Four Dr at Tugun Beach shops,5
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Mermaid Beach station,1
North,01/03/2026,Twin Towns Services Club,Musgrave St at Coyne Street,5
North,01/03/2026,Twin Towns Services Club,Gold Coast Hwy at Eighth Avenue,1
North,01/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Tallebudgera Tourist Park,1
North,01/03/2026,Twin Towns Services Club,Gold Coast Hwy at Miami North station,1
North,01/03/2026,Palm Beach,"GCUH, platform 3",1
North,01/03/2026,Gold Coast Hwy at Miami Hotel,Gold Coast Hwy at Nobby Beach station,1
North,01/03/2026,Gold Coast Hwy at Currumbin Hill,Gold Coast Hwy at Miami North station,1
North,01/03/2026,Broadbeach South station,Surf Pde at Broadbeach Mall,1
North,01/03/2026,Currumbin Wildlife Sanctuary,Burleigh Heads Primary School,2
North,01/03/2026,Coolangatta Central,Gold Coast Hwy at Tallebudgera Tourist Park,1
North,01/03/2026,Burleigh Heads station,Gold Coast Hwy at Nobby Beach station,2
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Tugun Beach shops,1
North,01/03/2026,"Broadbeach South station, stop C",Surfers Paradise,1
North,01/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Mermaid Beach South station,5
North,01/03/2026,Gold Coast Hwy at Miami station,Unknown,7
North,01/03/2026,Gold Coast Hwy at Fifteenth Avenue,Gold Coast Hwy at Mermaid Beach station,3
North,01/03/2026,Gold Coast Hwy at Miami North station,"Broadbeach South station, stop C",7
North,01/03/2026,Griffith St at Coolangatta East,Unknown,9
North,01/03/2026,Surfers Paradise,"GCUH, platform 3",1
North,01/03/2026,Johnston Street,Golden Four Dr at Tugun Beach shops,1
North,01/03/2026,Coolangatta Central,Golden Four Drive at St Monica's Catholic Church,1
North,01/03/2026,Coolangatta Central,Golden Four Dr at Bilinga Beach SLSC,3
North,01/03/2026,Gold Coast Hwy at Nobby Beach station,Broadbeach South station,9
North,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,Twenty Seventh Avenue,2
North,01/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Anzac Pde CLOSED,1
North,01/03/2026,Broadbeach South station,Seaworld Dr at Mariners Cove,1
North,01/03/2026,Johnston Street,Gold Coast Hwy at Palm Beach Police Station,2
North,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Gold Coast Hwy at Eighth Avenue,2
North,01/03/2026,Broadbeach South station,Sea World,3
North,01/03/2026,Nineteenth Avenue,Broadbeach South station,7
North,01/03/2026,Gold Coast Hwy at Miami station,Broadbeach South station,53
North,01/03/2026,Gold Coast Hwy at Miami North station,"Broadbeach South station, stop D",2
North,01/03/2026,Gold Coast Hwy at Twenty First Avenue,Burleigh Heads station,4
North,01/03/2026,Currumbin Wildlife Sanctuary,Gold Coast Hwy at Eighth Avenue,1
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Johnston Street,5
North,01/03/2026,Coolangatta Central,Marine Pde at Kirra Beach Hotel,5
North,01/03/2026,Gold Coast Hwy at Thrower Drive,Gold Coast Hwy at Mermaid Beach South station,1
North,01/03/2026,Broadbeach North station,"Griffith University, platform 3",1
North,01/03/2026,Golden Four Dr at Shell Street,Unknown,6
North,01/03/2026,Gold Coast Hwy at Currumbin Hill,Unknown,3
North,01/03/2026,Musgrave St at Kirra shops,Gold Coast Hwy at Miami Hotel,2
North,01/03/2026,Broadbeach South station,Broadbeach South station,30
North,01/03/2026,Golden Four Dr at Short Street,Gold Coast Hwy at Palm Beach Police Station,3
North,01/03/2026,Currumbin Wildlife Sanctuary,Unknown,5
North,01/03/2026,Gold Coast Hwy at Thrower Drive,Broadbeach South station,12
North,01/03/2026,Burleigh Heads station,Gold Coast Hwy at Mermaid Beach station,19
North,01/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Burleigh Heads station,5
North,01/03/2026,Teemangum St at Kropp Park,Burleigh Heads station,1
North,01/03/2026,Coolangatta Central,Burleigh Heads Primary School,1
North,01/03/2026,Wharf St at Tweed Heads,Currumbin Wildlife Sanctuary,1
North,01/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Fourth Avenue,6
North,01/03/2026,Golden Four Dr at Short Street,Gold Coast Hwy at Currumbin Hill,2
North,01/03/2026,Broadbeach South station,Varsity Pde at Lakefront Crescent,1
North,01/03/2026,Twin Towns Services Club,Musgrave St at Kirra shops,1
North,01/03/2026,Gold Coast Hwy at Mermaid Beach South station,Unknown,1
South,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at Bilinga Beach,1
South,01/03/2026,Palm Beach,McLean St at Queen Elizabeth Park,3
South,01/03/2026,Marine Pde at Kirra Beach,Marine Pde at Kirra Beach Hotel,1
South,01/03/2026,Golden Four Dr at Short Street,Coolangatta Central,1
South,01/03/2026,Palm Beach,Teemangum St at Kropp Park,2
South,01/03/2026,"Broadbeach South station, stop A",Coolangatta Central,14
South,01/03/2026,Gold Coast Hwy at Burleigh Heads,Musgrave St at Coyne Street,2
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Short Street,1
South,01/03/2026,Nineteenth Avenue,Griffith St at Coolangatta East,1
South,01/03/2026,Golden Four Dr at Tugun Beach shops,Cahill Street,2
South,01/03/2026,Palm Beach,Golden Four Dr at George Street,1
South,01/03/2026,Nineteenth Avenue,Gold Coast Hwy at Eighth Avenue,1
South,01/03/2026,Cahill Street,Wharf St at Tweed Mall,4
South,01/03/2026,Musgrave St at Coyne Street,McLean St at Queen Elizabeth Park,2
South,01/03/2026,Musgrave St at Kirra shops,Griffith St at Coolangatta East,2
South,01/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Golden Four Drive at St Monica's Catholic Church,1
South,01/03/2026,Marine Pde at Kirra Beach,Marine Pde at Kirra Beach,1
South,01/03/2026,"Broadbeach South station, stop A",Musgrave St at Coyne Street,5
South,01/03/2026,Cahill Street,Coolangatta Central,2
South,01/03/2026,Musgrave St at Kirra shops,Musgrave St at Kirra shops,2
South,01/03/2026,Tweed St at George Street,Twenty Seventh Avenue,1
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Christine Avenue station,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,"Broadbeach South station, stop A",1
South,01/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Griffith St at Coolangatta East,3
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Burleigh Heads,18
South,01/03/2026,Griffith St at Coolangatta East,Unknown,4
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Currumbin Wildlife Sanctuary,10
South,01/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,McLean St at Queen Elizabeth Park,2
South,01/03/2026,Currumbin Wildlife Sanctuary,Currumbin Wildlife Sanctuary,1
South,01/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Burleigh Heads,4
South,01/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Eighth Avenue,1
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Tugun Beach shops,1
South,01/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Mermaid Beach South station,68
South,01/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Bilinga Beach,3
South,01/03/2026,"Broadbeach South station, stop A",Twenty Seventh Avenue,8
South,01/03/2026,Palm Beach,Golden Four Drive at St Monica's Catholic Church,2
South,01/03/2026,Palm Beach,Golden Four Dr at North Kirra Beach,2
South,01/03/2026,"Broadbeach South station, stop A",Unknown,157
South,01/03/2026,Twenty Seventh Avenue,Gold Coast Hwy at Fifteenth Avenue,1
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Musgrave St at Coyne Street,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Burleigh Heads,13
South,01/03/2026,Twenty Seventh Avenue,Golden Four Drive at St Monica's Catholic Church,3
South,01/03/2026,Gold Coast Hwy at Thrower Drive,Griffith St at Coolangatta East,2
South,01/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Palm Beach Police Station,4
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,McLean St at Queen Elizabeth Park,1
South,01/03/2026,"Southport bus station, stop A",Unknown,6
South,01/03/2026,Golden Four Dr at Archer Street,Wharf St at Tweed Mall,1
South,01/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Nineteenth Avenue,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Miami Hotel CLOSED,8
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Wharf St at Tweed Mall,1
South,01/03/2026,Golden Four Dr at Shell Street,Coolangatta Central,1
South,01/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Bilinga Beach SLSC,3
South,01/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Palm Beach Police Station,8
South,01/03/2026,Nineteenth Avenue,Musgrave St at Kirra shops,2
South,01/03/2026,Surfers Paradise,Surfers Paradise,1
South,01/03/2026,Coolangatta Central,Coolangatta Central,1
South,01/03/2026,Remembrance Dr at Markwell Avenue,Unknown,1
South,01/03/2026,Gold Coast Hwy at Thrower Drive,Marine Pde at Kirra Beach,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Miami North station,1
South,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Wharf St at Tweed Mall,1
South,01/03/2026,Gold Coast Hwy at Fifteenth Avenue,Wharf St at Tweed Mall,3
South,01/03/2026,Cahill Street,Griffith St at Coolangatta East,3
South,01/03/2026,"Broadbeach South station, stop A",Cahill Street,6
South,01/03/2026,Golden Four Dr at Archer Street,Unknown,3
South,01/03/2026,Currumbin Wildlife Sanctuary,Musgrave St at Coyne Street,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Burleigh Heads National Park,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,01/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Tweed St at George Street,4
South,01/03/2026,Palm Beach,Griffith St at Coolangatta East,3
South,01/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Thirteenth Avenue,1
South,01/03/2026,Surfers Paradise,Gold Coast Hwy at Nobby Beach station,1
South,01/03/2026,Gold Coast Hwy at Burleigh Heads,Currumbin Wildlife Sanctuary,10
South,01/03/2026,"Broadbeach South station, stop A",Palm Beach,26
South,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,Musgrave St at Kirra shops,2
South,01/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,3
South,01/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at Archer Street,1
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Tallebudgera Tourist Park,4
South,01/03/2026,Palm Beach,Unknown,10
South,01/03/2026,Gold Coast Hwy at Burleigh Heads,Burleigh Heads National Park,5
South,01/03/2026,Gold Coast Hwy at Fifteenth Avenue,Palm Beach,5
South,01/03/2026,"GCUH, platform 4",Wharf St at Tweed Heads,1
South,01/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Thrower Drive,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach South station,Golden Four Dr at Tugun Beach shops,2
South,01/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at George Street,4
South,01/03/2026,Gold Coast Hwy at Palm Beach Police Station,McLean St at Queen Elizabeth Park,2
South,01/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Bilinga Beach,4
South,01/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Short Street,4
South,01/03/2026,Gold Coast Hwy at Christine Avenue station,Unknown,1
South,01/03/2026,Tweed St at George Street,Golden Four Dr at Tugun Beach shops,1
South,01/03/2026,Gold Coast Hwy at Mermaid Beach South station,Musgrave St at Kirra shops,1
South,01/03/2026,Queen Street station (Southport),Surfers Paradise,1
South,01/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Nobby Beach station,1
